word,class,level,translation
settler,noun,b2,поселенец
seven,number,a1,Семь
seventeen,number,a1,семнадцать
seventy,number,a1,семьдесят
several,determiner,a2,несколько
severe,adjective,b2,серьезный
severely,adverb,b2,строго
sex,noun,b1,секс
sexual,adjective,b1,сексуальный
sexuality,noun,c1,сексуальность
sexy,adjective,b2,сексуально
shade,noun,b2,оттенок
shadow,noun,b2,тень
shake,noun,b1,встряхнуть
shall,modal verb,a2,должен
shallow,adjective,b2,мелкий
shame,noun,b2,стыд
shape,noun,a2,форма
shaped,adjective,b2,в форме
share,noun,b1,делиться
shareholder,noun,c1,акционер
sharp,adjective,b1,острый
shatter,verb,c1,разбитый
she,pronoun,a1,она
shed,verb,c1,сбрасывать
sheep,noun,a1,овца
sheer,adjective,c1,явный
sheet,noun,a2,лист
shelf,noun,b1,полка
shell,noun,b1,оболочка
shelter,noun,b2,приют
shift,noun,b1,сдвиг
shine,verb,b1,светить
shiny,adjective,b1,блестящий
ship,noun,a2,корабль
shipping,noun,c1,перевозки
shirt,noun,a1,рубашка
shock,noun,b2,шок
shocked,adjective,b2,шокирован
shocking,adjective,b2,шокирующий
shoe,noun,a1,обувь
shoot,noun,c1,стрелять
shooting,noun,b2,стрельба
shop,noun,a1,магазин
shopping,noun,a1,покупки
shore,noun,b2,берег
short,adjective,a1,короткий
short-term,adjective,b2,короткий срок
shortage,noun,b2,нехватка
shortly,adverb,b2,вскоре
shot,noun,b2,выстрелил
should,modal verb,a1,должен
shoulder,noun,a2,плечо
shout,noun,a2,кричать
show,noun,a1,показывать
shower,noun,a1,душ
shrink,verb,c1,сокращать
shrug,verb,c1,пожимает плечами
shut,adjective,a2,закрыть
shy,adjective,b1,застенчивый
sibling,noun,b2,брат или сестра
sick,adjective,a1,больной
side,noun,a2,сторона
sigh,noun,c1,вздох
sight,noun,b1,взгляд
sign,noun,a2,знак
signal,noun,b1,сигнал
signature,noun,b2,подпись
significance,noun,b2,значение
significant,adjective,b2,значительный
significantly,adverb,b2,существенно
silence,noun,b2,тишина
silent,adjective,b1,тихий
silk,noun,b2,шелк
silly,adjective,b1,глупый
silver,adjective,a2,серебро
similar,adjective,a1,похожий
similarity,noun,b1,сходство
similarly,adverb,b1,сходным образом
simple,adjective,a2,простой
simply,adverb,b1,просто
simulate,verb,c1,симулировать
simulation,noun,c1,симуляция
simultaneously,adverb,c1,одновременно
sin,noun,c1,грех
since,adverb,b1,с
sincere,adjective,b2,искренний
sing,verb,a1,петь
singer,noun,a1,певец
singing,noun,a2,пение
single,adjective,a2,одинокий
sink,verb,b1,раковина
sir,noun,a2,сэр
sister,noun,a1,сестра
sit,verb,a1,сидеть
site,noun,a2,сайт
situated,adjective,c1,расположен
situation,noun,a1,ситуация
six,number,a1,шесть
sixteen,number,a1,шестнадцать
sixty,number,a1,шестьдесят
size,noun,a2,размер
sketch,noun,c1,набросок
ski,adjective,a2,лыж
skiing,noun,a2,катание на лыжах
skill,noun,a1,навык
skilled,adjective,b2,квалифицированный
skin,noun,a2,кожа
skip,verb,c1,пропускать
skirt,noun,a1,юбка
skull,noun,b2,череп
sky,noun,a2,небо
slam,verb,c1,шлем
slap,verb,c1,шлепок
slash,verb,c1,чертов
slave,noun,b2,раб
slavery,noun,c1,рабство
sleep,noun,a2,спать
slice,noun,b1,среза
slide,noun,b2,слайд
slight,adjective,b2,легкий
slightly,adverb,b1,немного
slip,verb,b2,соскальзывать
slogan,noun,b2,лозунг
slope,noun,b2,склон
slot,noun,c1,слот
slow,adjective,a1,медленный
slowly,adverb,a2,медленно
small,adjective,a1,маленький
smart,adjective,b1,умный
smartphone,noun,a2,смартфон
smash,verb,c1,разгромить
smell,noun,a2,запах
smile,noun,a2,улыбка
smoke,noun,a2,дымка
smoking,noun,a2,курить
smooth,adjective,b1,гладкий
snake,noun,a1,змея
snap,verb,c1,щелчок
snow,noun,a1,снег
so,adverb,a1,так
so-called,adjective,b2,так называемый
soak,verb,c1,замачивать
soap,noun,a2,мыло
soar,verb,c1,проходить
soccer,noun,a2,футбольный
social,adjective,a2,социальная
socialist,adjective,c1,социалистический
society,noun,a2,общество
sock,noun,a2,носок
soft,adjective,a2,мягкий
software,noun,b1,программное обеспечение
soil,noun,b1,земля
solar,adjective,b2,солнечный
soldier,noun,a2,солдат
sole,adjective,c1,подошва
solely,adverb,c1,исключительно
solicitor,noun,c1,адвокат
solid,adjective,b1,твердый
solidarity,noun,c1,Солидарность
solo,adjective,c1,соло
solution,noun,a2,решение
solve,verb,a2,решать
some,determiner,a1,некоторый
somebody,pronoun,a1,кто-нибудь
somehow,adverb,b2,как-то
someone,pronoun,a1,кто-то
something,pronoun,a1,что-нибудь
sometime,adverb,b2,когда -нибудь
sometimes,adverb,a1,иногда
somewhat,adverb,b2,немного
somewhere,adverb,a2,где-то
son,noun,a1,сын
song,noun,a1,песня
soon,adverb,a1,скоро
sophisticated,adjective,b2,сложный
sorry,adjective,a1,извини
sort,noun,a2,сортировка
soul,noun,b2,душа
sound,adjective,c1,звук
soup,noun,a1,суп
source,noun,a2,источник
south,adjective,a1,юг
southern,adjective,b1,южный
sovereignty,noun,c1,суверенитет
space,noun,a1,космос
spam,noun,c1,спам
span,noun,c1,охватывать
spare,adjective,b2,запасной
spark,verb,c1,искра
speak,verb,a1,говорить
speaker,noun,a2,спикер
special,adjective,a1,особенный
specialist,adjective,b2,специалист
specialize,verb,b2,специализироваться
specialized,adjective,c1,специализирован
species,noun,b2,разновидность
specific,adjective,a2,специфический
specifically,adverb,b1,конкретно
specification,noun,c1,спецификация
specify,verb,b2,указать
specimen,noun,c1,образец
spectacle,noun,c1,зрелище
spectacular,adjective,b2,зрелищный
spectator,noun,b2,зритель
spectrum,noun,c1,спектр
speculate,verb,b2,спекулировать
speculation,noun,b2,спекуляция
speech,noun,a2,речь
speed,noun,a2,скорость
spell,noun,c1,заклинание
spelling,noun,a1,написание
spend,verb,a1,тратить
spending,noun,b1,расходы
sphere,noun,c1,сфера
spice,noun,b2,специя
spicy,adjective,b1,острый
spider,noun,a2,паук
spill,verb,b2,разливать
spin,noun,c1,вращаться
spine,noun,c1,позвоночник
spirit,noun,b1,дух
spiritual,adjective,b2,духовный
spite,noun,b2,злобной
split,noun,b2,расколоть
spoil,verb,b2,портиться
spoken,adjective,b1,разговорный
spokesman,noun,b2,Пресс -секретарь
spokesperson,noun,b2,представитель
spokeswoman,noun,b2,Пресс -секретарь
sponsor,noun,b2,спонсор
sponsorship,noun,b2,спонсорство
spoon,noun,a2,ложка
sport,noun,a1,спорт
sporting,adjective,b2,спортивный
spot,noun,b1,место
spotlight,noun,c1,прожектор
spouse,noun,c1,супруг
spread,noun,b2,распространение
spring,noun,a1,весна
spy,noun,c1,шпион
squad,noun,c1,отряд
square,adjective,a2,квадрат
squeeze,verb,c1,сжимать
stab,verb,c1,нанести удар
stability,noun,c1,стабильность
stabilize,verb,c1,стабилизировать
stable,adjective,b2,стабильный
stadium,noun,b1,стадион
staff,noun,b1,персонал
stage,noun,a2,этап
stair,noun,a2,лестница
stake,noun,c1,доля
stall,noun,b2,ларек
stamp,noun,a2,штамп
stance,noun,b2,позиция
stand,noun,b2,стоять
standard,adjective,b1,стандартный
standing,adjective,c1,стоящий
star,noun,a1,звезда
stare,verb,b2,смотреть
stark,adjective,c1,Старк
start,noun,a2,начинать
starve,verb,b2,голодать
state,adjective,b1,состояние
statement,noun,a1,заявление
station,noun,a1,станция
statistic,noun,b1,статистика
statistical,adjective,c1,статистический
statue,noun,b1,статуя
status,noun,b2,статус
stay,noun,a2,оставаться
steadily,adverb,b2,неуклонно
steady,adjective,b2,устойчивый
steal,verb,a2,воровать
steam,noun,b2,пар
steel,noun,b2,сталь
steep,adjective,b2,отвесный
steer,verb,c1,укреплять
stem,noun,c1,корень
step,noun,a2,шаг
stereotype,noun,c1,стереотип
stick,noun,b1,палка
sticky,adjective,b2,липкий
stiff,adjective,b2,жесткий
still,adjective,b1,все еще
stimulate,verb,b2,стимулировать
stimulus,noun,c1,стимул
stir,verb,c1,помешивать
stock,noun,b2,запас
stomach,noun,a2,желудок
stone,noun,a2,камень
stop,noun,a1,останавливаться
storage,noun,c1,хранилище
store,noun,a2,магазин
storm,noun,a2,шторм
story,noun,a1,история
straight,adjective,a2,прямой
straightforward,adjective,c1,простой
strain,noun,c1,напряжение
strand,noun,c1,нить
strange,adjective,a2,странный
stranger,noun,b1,незнакомец
strategic,adjective,c1,стратегический
strategy,noun,a2,стратегия
stream,noun,b2,транслировать
street,noun,a1,улица
strength,noun,b1,сила
strengthen,verb,b2,укреплять
stress,noun,a2,стресс
stretch,noun,b2,потягиваться
strict,adjective,b2,строгий
strictly,adverb,b2,строго
strike,noun,b2,ударять
striking,adjective,c1,поразительный
string,noun,b1,нить
strip,noun,c1,полоска
strive,verb,c1,стремиться
stroke,noun,b2,гладить
strong,adjective,a1,сильный
strongly,adverb,b1,сильно
structural,adjective,c1,структурный
structure,noun,a2,структура
struggle,noun,b2,борьба
student,noun,a1,студент
studio,noun,b1,студия
study,noun,a1,изучать
stuff,noun,b1,вещи
stumble,verb,c1,спотыкаться
stun,verb,c1,оглушающий
stunning,adjective,b2,оглушительный
stupid,adjective,a2,глупый
style,noun,a1,стиль
subject,adjective,b2,предмет
submission,noun,c1,подчинение
submit,verb,b2,представлять на рассмотрение
subscriber,noun,c1,подписчик
subscription,noun,c1,подписка
subsequent,adjective,b2,последующий
subsequently,adverb,b2,впоследствии
subsidy,noun,c1,субсидия
substance,noun,b1,вещество
substantial,adjective,c1,существенный
substantially,adverb,c1,существенно
substitute,noun,c1,заменять
substitution,noun,c1,замена
subtle,adjective,c1,тонкий
suburb,noun,b2,пригород
suburban,adjective,c1,пригородный
succeed,verb,a2,преуспевать
success,noun,a1,успех
successful,adjective,a2,успешный
successfully,adverb,b1,успешно
succession,noun,c1,последовательность
successive,adjective,c1,последовательно
successor,noun,c1,преемник
such,determiner,a2,такой
suck,verb,c1,сосать
sudden,adjective,b1,внезапный
suddenly,adverb,a2,внезапно
sue,verb,c1,Сью
suffer,verb,b1,страдать
suffering,noun,b2,страдания
sufficient,adjective,b2,достаточный
sufficiently,adverb,b2,достаточно
sugar,noun,a1,сахар
suggest,verb,a2,предлагать
suggestion,noun,a2,предположение
suicide,noun,c1,самоубийство
suit,noun,a2,подходить
suitable,adjective,b1,подходящий
suite,noun,c1,набор
sum,noun,b2,сумма
summarize,verb,b1,суммировать
summary,noun,b1,краткое содержание
summer,noun,a1,лето
summit,noun,c1,саммит
sun,noun,a1,солнце
Sunday,noun,a1,Воскресенье
super,adjective,b2,супер
superb,adjective,c1,превосходный
superior,adjective,c1,начальство
supermarket,noun,a1,супермаркет
supervise,verb,c1,контролировать
supervision,noun,c1,надзор
supervisor,noun,c1,руководитель
supplement,noun,c1,добавка
supply,noun,b1,поставлять
support,noun,a2,поддерживать
supporter,noun,b1,сторонник
supportive,adjective,c1,Поддерживающий
suppose,verb,a2,предполагать
supposedly,adverb,c1,предположительно
suppress,verb,c1,подавить
supreme,adjective,c1,верховный
sure,adjective,a1,конечно
surely,adverb,b1,конечно
surface,noun,b1,поверхность
surge,noun,c1,всплеск
surgeon,noun,b2,хирург
surgery,noun,b2,операция
surgical,adjective,c1,хирургический
surplus,noun,c1,избыток
surprise,noun,a2,Сюрприз
surprised,adjective,a2,удивлен
surprising,adjective,a2,удивительный
surrender,verb,c1,сдаваться
surround,verb,b2,окружение
surrounding,adjective,b2,окружение
surveillance,noun,c1,наблюдение
survey,noun,a2,опрос
survival,noun,b2,выживание
survive,verb,b1,выживать
survivor,noun,b2,Выживший
suspect,noun,b2,подозревать
suspend,verb,b2,приостановить
suspension,noun,c1,приостановка
suspicion,noun,c1,подозрение
suspicious,adjective,c1,подозрительный
sustain,verb,c1,поддерживать
sustainable,adjective,b2,устойчивый
swallow,verb,b2,глотать
swear,verb,b2,ругаться
sweater,noun,a1,свитер
sweep,verb,b2,мести
sweet,adjective,a2,сладкий
swim,noun,b1,плавать
swimming,noun,a1,плавание
swing,noun,c1,качать
switch,noun,b2,выключатель
sword,noun,c1,меч
symbol,noun,a2,символ
symbolic,adjective,c1,символический
sympathetic,adjective,b2,сочувствующий
sympathy,noun,b2,сочувствие
symptom,noun,b1,симптом
syndrome,noun,c1,синдром
synthesis,noun,c1,синтез
system,noun,a2,система
systematic,adjective,c1,систематический
T-shirt,noun,a1,футболка
table,noun,a1,стол
tablet,noun,a2,планшет
tackle,noun,c1,взяться
tactic,noun,c1,тактика
tactical,adjective,c1,тактический
tag,noun,b2,ярлык
tail,noun,b1,хвост
take,verb,a1,брать
tale,noun,b2,сказка
talent,noun,b1,талант
talented,adjective,b1,талантливый
talk,noun,a2,разговаривать
tall,adjective,a1,высокий
tank,noun,b2,бак
tap,noun,b2,кран
tape,noun,b1,лента
target,noun,a2,цель
task,noun,a2,задача
taste,noun,a2,вкус
tax,noun,b1,налоговый
taxi,noun,a1,такси
taxpayer,noun,c1,налогоплательщик
tea,noun,a1,чай
teach,verb,a1,преподавание
teacher,noun,a1,учитель
teaching,noun,a2,преподавание
team,noun,a1,команда
tear,noun,b2,рвать
technical,adjective,b1,технический
technique,noun,b1,техника
technological,adjective,b2,технологический
technology,noun,a2,технология
teenage,adjective,a2,подростка
teenager,noun,a1,подростка
teens,noun,b2,тинейджеры
telephone,noun,a1,Телефон
television,noun,a1,телевидение
tell,verb,a1,рассказывать
temperature,noun,a2,температура
temple,noun,b2,храм
temporarily,adverb,b2,временно
temporary,adjective,b2,временный
tempt,verb,c1,соблазн
ten,number,a1,десять
tenant,noun,c1,жилец
tend,verb,b1,иметь тенденцию
tendency,noun,b2,тенденция
tender,adjective,c1,нежный
tennis,noun,a1,теннис
tension,noun,b2,напряжение
tent,noun,b1,палатка
tenure,noun,c1,пребывание в должности
term,noun,a2,срок
terminal,adjective,c1,Терминал
terminate,verb,c1,прекращать
terms,noun,b2,условия
terrain,noun,c1,местность
terrible,adjective,a1,ужасный
terribly,adverb,b2,ужасно
terrific,adjective,c1,потрясающий
terrify,verb,b2,ужасен
territory,noun,b2,территория
terror,noun,b2,террор
terrorism,noun,b2,терроризм
terrorist,noun,b2,террорист
test,noun,a1,тест
testify,verb,c1,свидетельствовать
testimony,noun,c1,показания
testing,noun,b2,тестирование
text,noun,a1,текст
textbook,noun,b2,Учебник
texture,noun,c1,текстура
than,conjunction,a1,чем
thank,verb,a1,благодарить
thankfully,adverb,c1,К счастью
thanks,exclamation,a1,Спасибо
that,adverb,b1,что
the,definite article,a1,а
theatre,noun,a1,театр
theatrical,adjective,c1,театральный
theft,noun,b2,кража
their,determiner,a1,их
theirs,pronoun,b1,их
them,pronoun,a1,их
theme,noun,b1,тема
themselves,pronoun,a2,сами себя
then,adverb,a1,затем
theology,noun,c1,богословие
theoretical,adjective,c1,теоретический
theory,noun,b1,теория
therapist,noun,b2,терапевт
therapy,noun,b2,терапия
there,adverb,a1,там
thereafter,adverb,c1,После этого
thereby,adverb,c1,тем самым
therefore,adverb,b1,поэтому
thesis,noun,b2,тезис
they,pronoun,a1,они
thick,adjective,a2,толстый
thief,noun,a2,вор
thin,adjective,a2,тонкий
thing,noun,a1,вещь
think,verb,a1,думать
thinking,noun,a2,мышление
third,noun,a2,третий
thirsty,adjective,a1,испытывающий жажду
thirteen,number,a1,тринадцать
thirty,number,a1,тридцать
this,adverb,b1,этот
thorough,adjective,b2,тщательный
thoroughly,adverb,b2,тщательно
though,adverb,b1,хотя
thought,noun,a2,мысль
thought-provoking,adjective,c1,заставляя задуматься
thoughtful,adjective,c1,вдумчивый
thousand,number,a1,тысяча
thread,noun,c1,нить
threat,noun,b2,угроза
threaten,verb,b2,угрожать
three,number,a1,три
threshold,noun,c1,порог
thrilled,adjective,c1,взволнованный
thrive,verb,c1,процветать
throat,noun,b1,горло
through,adverb,a1,через
throughout,adverb,b1,через
throw,verb,a2,бросать
thumb,noun,b2,большой палец
Thursday,noun,a1,Четверг
thus,adverb,b2,таким образом
ticket,noun,a1,билет
tide,noun,c1,прилив
tidy,adjective,a2,аккуратный
tie,noun,a2,галстук
tight,adjective,b1,тугой
tighten,verb,c1,затянуть
till,conjunction,b1,до
timber,noun,c1,древесина
time,noun,a1,время
timely,adjective,c1,своевременно
timing,noun,b2,время
tin,noun,b1,олово
tiny,adjective,b1,крошечный
tip,noun,a2,кончик
tired,adjective,a1,усталый
tissue,noun,b2,салфетка
title,noun,a1,заголовок
to,infinitive marker,a1,к
tobacco,noun,c1,Табак
today,adverb,a1,сегодня
toe,noun,b1,палец на ноге
together,adverb,a1,вместе
toilet,noun,a1,туалет
tolerance,noun,c1,терпимость
tolerate,verb,c1,терпеть
toll,noun,c1,потери
tomato,noun,a1,помидор
tomorrow,adverb,a1,завтра
ton,noun,b2,тонна
tone,noun,b2,тон
tongue,noun,b1,язык
tonight,adverb,a1,сегодня вечером
tonne,noun,b2,тонна
too,adverb,a1,слишком
tool,noun,a2,инструмент
tooth,noun,a1,зуб
top,adjective,a2,вершина
topic,noun,a1,тема
torture,noun,c1,пытка
toss,verb,c1,бросить
total,adjective,b1,общий
totally,adverb,b1,Полностью
touch,noun,b1,трогать
tough,adjective,b2,жесткий
tour,noun,a2,тур
tourism,noun,a2,туризм
tourist,noun,a1,турист
tournament,noun,b2,турнир
towards,preposition,a2,к
towel,noun,a2,полотенце
tower,noun,a2,башня
town,noun,a1,город
toxic,adjective,c1,токсичный
toy,adjective,a2,игрушка
trace,noun,c1,след
track,noun,a2,отслеживать
trade,noun,b1,торговля
trademark,noun,c1,торговая марка
trading,noun,b2,торговля
tradition,noun,a2,традиция
traditional,adjective,a2,традиционный
traffic,noun,a1,трафик
tragedy,noun,b2,трагедия
tragic,adjective,b2,трагический
trail,noun,c1,тащить
trailer,noun,c1,трейлер
train,noun,a1,тренироваться
trainer,noun,a2,тренер
training,noun,a2,обучение
trait,noun,b2,черта
transaction,noun,c1,сделка
transcript,noun,c1,транскрипт
transfer,noun,b2,передача
transform,verb,b2,преобразование
transformation,noun,c1,трансформация
transit,noun,c1,транзит
transition,noun,b2,переход
translate,verb,b1,переводить
translation,noun,b1,перевод
transmission,noun,c1,передача инфекции
transmit,verb,b2,передавать
transparency,noun,c1,прозрачность
transparent,adjective,c1,прозрачный
transport,noun,a2,транспорт
transportation,noun,b2,транспорт
trap,noun,b2,ловушка
trauma,noun,c1,травма
travel,noun,a1,путешествовать
traveller,noun,a2,путешественник
treasure,noun,b2,сокровище
treat,verb,b1,обращаться
treatment,noun,b1,уход
treaty,noun,c1,договор
tree,noun,a1,дерево
tremendous,adjective,c1,огромный
trend,noun,b1,тренд
trial,noun,b2,пробный
tribal,adjective,c1,племя
tribe,noun,b2,племя
tribunal,noun,c1,Трибунал
tribute,noun,c1,дань
trick,noun,b1,обманывать
trigger,noun,c1,курок
trillion,number,b2,триллион
trio,noun,c1,трио
trip,noun,a1,путешествие
triumph,noun,c1,Триумф
troop,noun,b2,войска
trophy,noun,c1,трофей
tropical,adjective,b2,тропический
trouble,noun,a2,беда
troubled,adjective,c1,обеспокоенный
trousers,noun,a1,брюки
truck,noun,a2,грузовик
true,adjective,a1,истинный
truly,adverb,b2,действительно
trust,noun,b2,доверять
trustee,noun,c1,попечитель
truth,noun,b1,правда
try,noun,b2,пытаться
tsunami,noun,b2,цунами
tube,noun,b1,трубка
Tuesday,noun,a1,Вторник
tuition,noun,c1,обучение
tune,noun,b2,мелодия
tunnel,noun,b2,туннель
turn,noun,a1,повернуть
turnout,noun,c1,оказаться
turnover,noun,c1,оборот
TV,noun,a1,Телевидение
twelve,number,a1,двенадцать
twenty,number,a1,двадцать
twice,adverb,a1,дважды
twin,adjective,a2,двойник
twist,noun,c1,крутить
two,number,a1,два
type,noun,a1,тип
typical,adjective,a2,типичный
typically,adverb,b1,обычно
tyre,noun,b1,шина
ugly,adjective,b1,уродливый
ultimate,adjective,b2,окончательный
ultimately,adverb,b2,в конечном счете
umbrella,noun,a1,зонтик
unable,adjective,b1,не могущий
unacceptable,adjective,b2,неприемлемо
uncertainty,noun,b2,неопределенность
uncle,noun,a1,дядя
uncomfortable,adjective,b1,неудобно
unconscious,adjective,b2,бессознательный
under,adverb,a1,под
undergo,verb,b2,проходить
undergraduate,noun,c1,бакалавриат
underground,adjective,a2,подполье
underlying,adjective,c1,в основе
undermine,verb,c1,подорвать
understand,verb,a1,понимать
understanding,noun,a2,понимание
undertake,verb,b2,предпринять
underwear,noun,b1,нижнее белье
undoubtedly,adverb,c1,несомненно
unemployed,adjective,b1,безработный
unemployment,noun,b1,безработица
unexpected,adjective,b2,непредвиденный
unfair,adjective,b1,несправедливый
unfold,verb,b2,развернуться
unfortunate,adjective,b2,несчастный
unfortunately,adverb,a2,к сожалению
unhappy,adjective,a2,несчастный
uniform,noun,a2,униформа
unify,verb,c1,Unify
union,noun,b1,союз
unique,adjective,b2,уникальный
unit,noun,a2,единица
unite,verb,b2,Объединить
united,adjective,a2,объединенная
unity,noun,b2,единство
universal,adjective,b2,универсальный
universe,noun,b2,вселенная
university,noun,a1,университет
unknown,adjective,b2,неизвестный
unless,conjunction,b1,пока не
unlike,preposition,b1,в отличие от
unlikely,adjective,b1,маловероятно
unnecessary,adjective,b1,ненужный
unpleasant,adjective,b1,неприятный
unprecedented,adjective,c1,беспрецедентный
until,conjunction,a1,до
unusual,adjective,a2,необычный
unveil,verb,c1,раскрыть
up,adverb,a1,вверх
upcoming,adjective,c1,Предстоящий
update,noun,b1,обновлять
upgrade,noun,c1,обновление
uphold,verb,c1,поддерживать
upon,preposition,b1,на
upper,adjective,b2,верхний
upset,adjective,b1,расстройство
upstairs,adjective,a2,наверху
upwards,adverb,b2,вверх
urban,adjective,b2,городской
urge,verb,b2,побуждать
urgent,adjective,b2,срочный
us,pronoun,a1,нас
usage,noun,b2,Использование
use,noun,a2,использовать
used,adjective,b1,использовал
used to,modal verb,a2,привыкший
useful,adjective,a1,полезный
useless,adjective,b2,бесполезный
user,noun,a2,пользователь
usual,adjective,a2,обычный
usually,adverb,a1,обычно
utility,noun,c1,утилита
utilize,verb,c1,использовать
utterly,adverb,c1,крайне
vacation,noun,a1,отпуск
vacuum,noun,c1,вакуум
vague,adjective,c1,нечеткий
valid,adjective,b2,действительный
validity,noun,c1,достоверность
valley,noun,a2,долина
valuable,adjective,b1,ценный
value,noun,b1,ценить
van,noun,a2,фургон
vanish,verb,c1,исчезнуть
variable,adjective,c1,переменная
variation,noun,b2,вариация
varied,adjective,c1,разнообразно
variety,noun,a2,разнообразие
various,adjective,b1,различный
vary,verb,b2,отличаться
vast,adjective,b2,огромный
vegetable,noun,a1,овощ
vehicle,noun,a2,транспортное средство
vein,noun,c1,вена
venture,noun,c1,риск
venue,noun,b2,место проведения
verbal,adjective,c1,вербальный
verdict,noun,c1,вердикт
verify,verb,c1,проверять
verse,noun,c1,стих
version,noun,b1,версия
versus,preposition,c1,против
vertical,adjective,b2,вертикальный
very,adjective,b2,очень
vessel,noun,c1,судно
veteran,noun,c1,ветеран
via,preposition,b2,с помощью
viable,adjective,c1,жизнеспособный
vibrant,adjective,c1,яркий
vice,noun,c1,порок
vicious,adjective,c1,беспощадный
victim,noun,b1,жертва
victory,noun,b2,Победа
video,noun,a1,видео
view,noun,a2,вид
viewer,noun,b1,зритель
viewpoint,noun,b2,точка зрения
village,noun,a1,деревня
villager,noun,c1,деревенский житель
violate,verb,c1,нарушать
violation,noun,c1,нарушение
violence,noun,b2,насилие
violent,adjective,b1,жестокий
virtual,adjective,b2,виртуальный
virtue,noun,c1,достоинство
virus,noun,a2,вирус
visa,noun,b2,виза
visible,adjective,b2,видимый
vision,noun,b2,зрение
visit,noun,a1,посещать
visitor,noun,a1,посетитель
visual,adjective,b2,визуальный
vital,adjective,b2,жизненно важный
vitamin,noun,b2,витамин
vocal,adjective,c1,вокал
voice,noun,a2,голос
volume,noun,b2,объем
voluntary,adjective,b2,добровольный
volunteer,noun,b1,волонтер
vote,noun,b1,голосование
voting,noun,b2,голосование
vow,verb,c1,клятва
vulnerability,noun,c1,уязвимость
vulnerable,adjective,c1,уязвимый
wage,noun,b2,заработная плата
wait,noun,a2,ждать
waiter,noun,a1,официант
wake,verb,a1,будить
walk,noun,a1,ходить
wall,noun,a1,стена
wander,verb,b2,бродить
want,verb,a1,хотеть
war,noun,a2,война
ward,noun,c1,сторожить
warehouse,noun,c1,склад
warfare,noun,c1,война
warm,adjective,a1,теплый
warming,noun,b2,потепление
warn,verb,b1,предупреждать
warning,noun,b1,предупреждение
warrant,noun,c1,ордер
warrior,noun,c1,воин
wash,noun,a2,стирать
washing,noun,a2,промывка
waste,adjective,b1,напрасно тратить
watch,noun,a1,смотреть
water,noun,a1,вода
wave,noun,a2,волна
way,adverb,b2,способ
we,pronoun,a1,мы
weak,adjective,a2,слабый
weaken,verb,c1,ослабить
weakness,noun,b2,слабость
wealth,noun,b2,богатство
wealthy,adjective,b2,богатый
weapon,noun,b1,оружие
wear,verb,a1,носить
weather,noun,a1,погода
weave,verb,c1,плетение
web,noun,a2,веб -
website,noun,a1,веб -сайт
wedding,noun,a2,свадьба
Wednesday,noun,a1,Среда
weed,noun,c1,сорняк
week,noun,a1,неделя
weekend,noun,a1,выходные
weekly,adjective,b2,еженедельно
weigh,verb,b1,взвешивать
weight,noun,a2,масса
weird,adjective,b2,странный
welcome,adjective,a1,добро пожаловать
welfare,noun,b2,благосостояние
well,adjective,a1,хорошо
well-being,noun,c1,благополучие
west,adjective,a1,западный
western,adjective,b1,западный
wet,adjective,a2,влажный
what,determiner,a1,что
whatever,adverb,c1,что бы ни
whatsoever,adverb,c1,Как бы то ни было
wheat,noun,b2,пшеница
wheel,noun,a2,колесо
when,adverb,a1,когда
whenever,conjunction,b1,в любое время
where,adverb,a1,где
whereas,conjunction,b2,тогда как
whereby,adverb,c1,в результате чего
wherever,conjunction,b2,где угодно
whether,conjunction,b1,ли
which,determiner,a1,который
while,conjunction,a2,пока
whilst,conjunction,c1,пока
whip,verb,c1,хлыст
whisper,noun,b2,шепот
white,adjective,a1,белый
who,pronoun,a1,ВОЗ
whoever,pronoun,b2,Кто бы ни был
whole,adjective,a2,весь
wholly,adverb,c1,полностью
whom,pronoun,b2,кому
whose,determiner,a2,чей
why,adverb,a1,почему
wide,adjective,a2,широкий
widely,adverb,b2,широко
widen,verb,c1,расширять
widespread,adjective,b2,широко распространено
widow,noun,c1,вдова
width,noun,c1,ширина
wife,noun,a1,жена
wild,adjective,a2,дикий
wildlife,noun,b2,дикая природа
will,noun,b1,воля
willing,adjective,b2,готовый
willingness,noun,c1,готовность
win,noun,b1,победить
wind,noun,a2,ветер
window,noun,a1,окно
wine,noun,a1,вино
wing,noun,b1,крыло
winner,noun,a2,Победитель
winter,noun,a1,зима
wipe,verb,c1,вытирать
wire,noun,b2,проволока
wisdom,noun,b2,мудрость
wise,adjective,b2,мудрый
wish,noun,a2,желание
wit,noun,c1,остроумие
with,preposition,a1,с
withdraw,verb,b2,отзывать
withdrawal,noun,c1,снятие
within,preposition,b1,в пределах
without,preposition,a1,без
witness,noun,b2,свидетель
woman,noun,a1,женщина
wonder,noun,b1,удивляться
wonderful,adjective,a1,замечательный
wood,noun,a2,древесина
wooden,adjective,a2,деревянный
wool,noun,b1,шерсть
word,noun,a1,слово
work,noun,a1,работа
worker,noun,a1,работник
workforce,noun,b2,рабочая сила
working,adjective,a2,работающий
workout,noun,c1,тренировка
workplace,noun,b2,рабочее место
workshop,noun,b2,мастерская
world,noun,a1,мир
worldwide,adjective,b1,во всем мире
worm,noun,b2,червь
worried,adjective,a2,волновался
worry,noun,b1,волноваться
worse,adjective,a2,худший
worship,noun,c1,поклонение
worst,adjective,a2,худший
worth,adjective,b1,ценность
